value,llh,log_posterior,dchi2,dchi2_post,prof_kamland_energy_scale,prof_kamland_flux_scale,prof_kamland_geonu_scale,prof_nc_norm,prof_nutau_cc_norm,prof_dm21,prof_dcp,prof_th12,prof_th13,prof_th23
-0.003,-538.3167667870914,-526.7101969519531,83.76864060388743,83.79985029106035,0.2007245480237291,0.529914143632858,0.033213855502007616,0.7993172882219517,1.0,7.76540178256061e-5,0.12564629590887466,0.5989569018704219,0.14279453785695018,1.047197357513076
-0.002966666666666667,-532.9765390889644,-521.3878779001863,73.08818520763339,73.15521218752667,-0.2555117712177613,0.5248390732469193,0.03182451975373046,0.7977117810005594,1.0,7.700806586650574e-5,0.13367080889189537,0.5978184830035698,0.1433233399417327,1.0471975453315783
-0.0029333333333333334,-528.0464386274197,-516.4435071376437,63.227984284543936,63.26647066244152,-0.1488857990142125,0.5229118641481022,0.035664770862955164,0.7960773670358352,1.0,7.713948664820933e-5,0.14818698116426227,0.597634770422428,0.14380504265123795,1.0471970242842221
-0.0029000000000000002,-523.5520855441973,-511.94731494014866,54.239278118099264,54.27408626745148,0.028943657148894887,0.5246424637095697,0.037480233048222455,0.7945298925751805,1.0,7.739441487619294e-5,0.16622727954712996,0.5978043246674509,0.14425579310228842,1.0471974552479497
-0.0028666666666666667,-519.5278358369886,-507.95559380432604,46.19077870368187,46.29064399580625,0.24939598423857937,0.5285332072577174,0.03458306001347977,0.7945689399541241,1.0,7.774471714592017e-5,0.18732765572193322,0.5978400767015277,0.14467286404568733,1.0448951157569637
-0.0028333333333333335,-515.8527213475553,-504.2864875731888,38.84054972481522,38.95243153353181,-0.31252595254217996,0.5300803067812383,0.03863345708207455,0.7970268359747772,1.0,7.694682635916925e-5,0.20672059112922983,0.5975605162800794,0.14508865789861547,1.0375740466070127
-0.0028,-512.4274482614986,-500.81459940305405,31.990003552701864,32.00865519326226,-0.148813389255564,0.5395542953685855,0.04063815043987595,0.7997885313093794,1.0,7.720024020954234e-5,0.22960747973588305,0.597417273222044,0.14545660761740753,1.0301222645752133
-0.002766666666666667,-509.3430343850354,-497.7128977075044,25.82117579977546,25.805251802162957,0.02563742373859781,0.5498316381205673,0.046014941245986374,0.8022291910916461,1.0,7.747675207200454e-5,0.2552177037124547,0.5971410262036145,0.14580616354496867,1.0224240657753074
-0.0027333333333333333,-506.5625340491422,-494.94133972042346,20.260175127988987,20.262135828001078,0.18763756547912702,0.5574152766472045,0.04825186336445908,0.8047801772168771,1.0,7.777057869183948e-5,0.28797568742351,0.5976694171150544,0.14614096095320503,1.0144170899073797
-0.0027,-504.10709063931677,-492.5143387584795,15.349288308338146,15.408133904113129,0.3348268404575261,0.559472839459395,0.050043518629704575,0.8070797935534096,1.0,7.790287999148973e-5,0.3289818717402994,0.5971477685216922,0.14647200537867663,1.0061292048360457
-0.0026666666666666666,-501.99112469788486,-490.37444183672324,11.117356425474327,11.128340060600635,-0.28371777122957886,0.5635770148362663,0.052427032872617185,0.8092543854704471,1.0,7.699331436955219e-5,0.3812283082729505,0.5973127726782881,0.14682786730829545,0.9973822916884482
-0.0026333333333333334,-500.1753841393986,-488.5274412018325,7.485875308501818,7.434338790819197,-0.14483555434752887,0.5756849146523133,0.0411169355203016,0.811023657528317,1.0,7.720802538049957e-5,0.4524363926646932,0.5985647077898804,0.14713107988675547,0.9883940050609656
-0.0026,-498.7506517893923,-487.082560937336,4.6364106084892,4.544578261826132,-0.03127118029701226,0.5716406657868379,0.04454030311213386,0.8126879456487728,1.0,7.730186606097269e-5,0.5456542104048743,0.5979148581403682,0.14743284922088434,0.9790992425486041
-0.0025666666666666667,-497.6474414844563,-485.9811772227777,2.429989998617202,2.341810832709598,0.08305737940645662,0.5760927788762773,0.039756177566365625,0.8134773104699041,1.0,7.747638682922822e-5,0.6802939273289631,0.5986785737173904,0.14772179557785411,0.9694612329818617
-0.0025333333333333336,-496.8988697389793,-485.2443407599193,0.9328465076631574,0.8681379069927289,0.16720288269411274,0.5759970861285101,0.03551486508651214,0.8132070259444185,1.0,7.756334170762447e-5,0.8745183134821016,0.5984916629842486,0.1480097903862294,0.9595536834885217
-0.0025,-496.4324464851477,-484.81289496140033,0.0,0.005246309954827666,0.29853728652123507,0.5727214431817091,0.03573267293325144,0.8118680916139324,1.0,7.775112866445362e-5,1.150702701716453,0.5980172780098313,0.14829917527750708,0.9495556185728291
-0.0024666666666666665,-496.4721291182469,-484.8102718064229,0.07936526619846518,0.0,0.06729133268680353,0.5554227057051603,0.03436858067182125,0.8098063455183254,1.0,7.733386770998097e-5,1.5212366862765083,0.5973947537019482,0.14859532384480176,0.9394213956326083
-0.0024333333333333334,-496.5177062494397,-484.9114678562314,0.1705195285840091,0.20239209961698634,-0.2853080069807347,0.5758377768178103,0.04086595588126418,0.808624850749256,1.0,7.692566682410895e-5,1.9440337943246795,0.5982496704541649,0.1489204148020891,0.9289234152295729
-0.0024000000000000002,-497.025381597387,-485.387992368927,1.1858702244786627,1.1554411250081102,-0.1783704020167623,0.5737853801224949,0.041049195311845144,0.8097103613367322,1.0,7.705245426518761e-5,2.3002441071413684,0.5974588170034683,0.14922765893971168,0.9173654527422799
-0.0023666666666666667,-497.99077466274434,-486.33846430719046,3.1166563551932995,3.056385001535091,-0.17342256448841806,0.56980342953024,0.04017363852002165,0.8122016252512234,1.0,7.703791045776017e-5,2.5338104652439184,0.5976375658421651,0.14953562741199955,0.9039703099895543
-0.0023333333333333335,-499.2357021590914,-487.5550733610377,5.606511347887363,5.48960310922962,0.04055912000076411,0.5680095934922754,0.04245642625868584,0.8150091626462437,1.0,7.736121087636286e-5,2.6771395254632973,0.5973278376320779,0.14984619307552213,0.8887166709793828
-0.0023,-500.7622665427403,-489.0742245765569,8.659640115185198,8.527905540267966,-0.11796496758141152,0.5676410499830306,0.031668023310709836,0.8179163097173381,1.0,7.717694438640246e-5,2.7690600271538077,0.597027024248452,0.15019660439408422,0.8708299631349026
-0.002266666666666667,-502.6399425433736,-490.94430858678845,12.4149921164518,12.268073560731068,-0.15731745193368313,0.5688547995113861,0.03431855764869984,0.8209508103941763,1.0,7.712003160175007e-5,2.8326109506535087,0.5962122720602264,0.15055989634794936,0.8494164627498785
-0.0022333333333333333,-505.1360363747493,-493.4219049136148,17.40717977920326,17.223266214383784,-0.10566949189511173,0.5682534521968118,0.04976771203695329,0.8235078659517212,1.0,7.717557862952355e-5,2.8835799936885578,0.5969273370419237,0.1509007047431555,0.8250981162014597
-0.0022,-507.86825150166004,-496.14360598439566,22.871610033024695,22.66666835594549,0.03047680906415443,0.5587738018548193,0.04525145684909604,0.8235200008857427,1.0,7.736285552849616e-5,2.9352254571508998,0.5955859796895038,0.15128310641660087,0.8113192016106929
-0.0021666666666666666,-511.2561862829191,-499.53096420622234,29.64747959554279,29.441384799598836,-0.03558344994890433,0.5451989049851286,0.05116330017255788,0.821997123288169,1.0,7.724303493509969e-5,2.9767101585758824,0.595010131188835,0.1516733156382586,0.8066928372812336
-0.0021333333333333334,-515.043876245126,-503.3482420852441,37.2228595199565,37.07594055764241,0.221419958629221,0.5388760601139588,0.051136496124365216,0.819956087774562,1.0,7.764307501498938e-5,3.00550193760224,0.5946402819090285,0.1520618516352526,0.8047463737412212
-0.0021,-519.285281052775,-507.57414077699696,45.70566913525454,45.527737941148075,0.11050874767685925,0.5258160616357364,0.04151874378977516,0.8177800758753668,1.0,7.749616099404481e-5,3.0282582373951112,0.5939170829198904,0.15249837778953906,0.8037105136633664
-0.0020666666666666667,-523.9194517713183,-512.2190113336997,54.974010572341285,54.81747905455347,-0.1649695617875991,0.5121330361809503,0.020671043183029147,0.8155330158601574,1.0,7.715701064882863e-5,3.045749543830609,0.5928240295437056,0.15297274846703524,0.8031102728728761
-0.002033333333333333,-528.9237457287174,-517.2610930434319,64.98259848713951,64.90164247401788,-0.28285366726519157,0.5149226761599363,0.04268705609515899,0.8133858682561722,1.0,7.69841653622983e-5,3.059159517106729,0.5926871832790357,0.15345830303919095,0.8027540104862285
-0.002,-534.4142350911981,-522.7198487466829,75.96357721210074,75.81915388052005,0.06274296998297639,0.5045994534713598,0.021737977398047503,0.8109235280118784,1.0,7.752977417899525e-5,3.0700984191701615,0.5921041982973563,0.15391939254096773,0.8025757999418972
