p1,dlogf_p1_published,dlogf_p1_corrected,p0,dlogf_p0_published,dlogf_p0_corrected
-0.15,15.362666652878488,103.02679234768311,-1.0,-5.379343641112428,-5.379343641112428
-0.125,11.778916072466245,86.22928858967862,-0.8125,26.371031358717573,26.371031358717573
-0.1,8.022936962906215,63.24910524037864,-0.625,43.8302932440115,43.8302932440115
-0.075,4.096165876955638,34.40918376007971,-0.4375,48.44865144531286,48.44865144531286
-0.05,0.0,0.0,-0.25,41.38127430660575,41.38127430660575
-0.025,-4.264201897333123,-39.71632239668588,-0.0625,23.55874885822277,23.55874885822277
0.0,-8.69511854859229,-84.50264394920737,0.125,-4.264201897333123,-4.264201897333123
0.025,-13.291465321367468,-134.14404993710923,0.3125,-41.474362763896806,-41.474362763896806
0.05,-18.051993385985952,-188.4456030668864,0.5,-87.57557448880561,-87.57557448880561
