ordering,alg,B,seed,W1_avg,W1_osc,ref
NO,mh,250000.0,11,0.020571921532234267,0.01849454061681249,pooled MH B=250000.0 excl. seed 11
NO,mh,250000.0,23,0.02047724334444706,0.018768845287131703,pooled MH B=250000.0 excl. seed 23
NO,mw,500000.0,11,0.03130599617856556,0.02509552370029121,pooled MH B=250000.0
