ordering,alg,B,seed,W1_avg,W1_osc,ref
NO,mh,250000.0,11,0.020571921532234267,0.01849454061681249,pooled MH B=250000.0 excl. seed 11
NO,mh,250000.0,23,0.02047724334444706,0.018768845287131703,pooled MH B=250000.0 excl. seed 23
NO,mw,500000.0,11,0.017672399603934106,0.029514465163153734,pooled MH B=250000.0
NO,mw,500000.0,23,0.018985281163939577,0.03268292012667995,pooled MH B=250000.0
NO,mw,500000.0,41,0.019299766277914614,0.03432342668258164,pooled MH B=250000.0
